4,5,6,7,8,51,48
4,48,49,33,32,31,2,3
0,1,2,31,32,33,30,29,28,27,39,40,41,36
0,36,37,38,39,27,21,20,19,18,17
12,11,10,9,8,51,50
12,50,49,33,34,35,14,13
14,35,34,33,30,29,28,27,42,47,46,45,16,15
27,42,43,44,45,16,26,25,24,23,22
48,52,50,49
48,51,50,53
